Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
22.61,60.89,53.36,black soil,Ground Nuts,27,0,18,17-17-17
24.55,59.45,47.37,red soil,Barley,1,15,15,Urea
28.72,58.94,59.53,sandy soil,Ground Nuts,13,15,13,28-28
36.49,58.68,47.81,clayey soils,Cotton,42,2,2,DAP
27.77,61.89,27.29,black soil,Wheat,15,0,38,28-28
27.09,45.13,20.39,red soil,Wheat,17,0,41,28-28
30.34,65.26,61.34,loamy soil,Pulses,10,5,35,17-17-17
28.74,60.87,37.06,clayey soils,Maize,10,16,19,17-17-17
38.12,66.69,33.67,loamy soil,Sugarcane,15,2,9,DAP
37.98,66.3,70.0,red soil,Paddy,22,0,16,10-26-26
30.61,58.28,51.6,loamy soil,Ground Nuts,22,0,25,14-35-14
30.0,42.84,46.81,loamy soil,Barley,8,17,12,17-17-17
39.4,75.28,52.3,red soil,Maize,14,3,39,10-26-26
27.74,60.46,44.85,red soil,Wheat,19,0,21,20-20
27.37,52.05,37.96,clayey soils,Maize,24,0,20,28-28
32.5,71.1,69.62,red soil,Wheat,7,7,11,10-26-26
26.46,43.65,36.14,black soil,Maize,12,0,13,20-20
30.31,69.86,46.3,black soil,Cotton,45,1,0,10-26-26
32.02,50.79,61.39,sandy soil,Oil seeds,7,8,37,10-26-26
36.4,70.69,31.58,sandy soil,Ground Nuts,16,0,44,28-28
31.51,54.73,65.9,sandy soil,Pulses,16,0,10,14-35-14
39.77,60.41,50.77,sandy soil,Wheat,6,4,34,Urea
33.93,62.94,38.71,red soil,Millets,39,0,0,14-35-14
32.13,65.75,52.1,loamy soil,Pulses,13,0,35,14-35-14
29.99,54.89,41.47,red soil,Cotton,34,3,0,Urea
38.38,71.17,56.45,clayey soils,Wheat,36,0,3,14-35-14
30.43,59.04,40.61,loamy soil,Pulses,39,4,0,Urea
28.65,49.55,30.12,red soil,Cotton,19,11,6,Urea
25.07,45.11,36.38,clayey soils,Maize,2,20,18,20-20
26.73,51.88,26.29,red soil,Tobacco,13,2,41,DAP
35.68,63.89,46.79,sandy soil,Oil seeds,14,14,13,20-20
33.56,59.78,61.64,loamy soil,Pulses,13,2,40,28-28
28.48,60.34,33.57,sandy soil,Millets,43,0,3,28-28
34.31,58.35,30.92,black soil,Millets,43,0,1,10-26-26
28.81,49.93,33.75,red soil,Tobacco,34,1,0,17-17-17
24.11,57.89,23.7,loamy soil,Sugarcane,27,2,17,28-28
31.21,55.32,38.91,red soil,Oil seeds,41,0,0,10-26-26
28.66,41.97,62.44,red soil,Barley,8,9,19,14-35-14
22.83,46.9,34.09,clayey soils,Wheat,9,0,42,DAP
25.54,65.51,26.75,black soil,Paddy,10,13,29,28-28
30.02,68.96,35.81,red soil,Sugarcane,14,0,32,20-20
29.98,73.22,48.77,clayey soils,Millets,26,4,18,Urea
34.95,71.28,53.19,red soil,Millets,41,2,0,20-20
27.38,57.61,57.88,sandy soil,Maize,8,0,5,DAP
35.64,66.88,38.75,black soil,Oil seeds,2,18,24,10-26-26
39.23,71.01,31.63,clayey soils,Cotton,39,0,0,DAP
26.84,54.27,49.61,red soil,Paddy,20,0,26,28-28
34.38,70.03,23.96,sandy soil,Oil seeds,38,2,1,DAP
37.38,61.81,32.73,loamy soil,Cotton,3,5,31,28-28
36.92,62.66,58.76,clayey soils,Tobacco,9,17,19,20-20
31.54,66.48,66.12,clayey soils,Wheat,11,13,27,DAP
30.38,67.91,57.24,sandy soil,Sugarcane,14,0,33,14-35-14
33.13,61.63,41.66,sandy soil,Paddy,15,1,32,28-28
40.0,61.51,32.66,sandy soil,Paddy,10,2,44,14-35-14
37.05,61.02,32.03,sandy soil,Oil seeds,18,2,21,Urea
29.45,60.0,64.63,loamy soil,Maize,10,4,28,Urea
20.82,42.97,44.06,red soil,Tobacco,16,3,17,17-17-17
34.04,60.33,70.0,sandy soil,Oil seeds,7,10,27,20-20
25.22,62.81,49.09,red soil,Paddy,5,3,10,28-28
25.96,53.04,46.11,black soil,Barley,6,11,31,10-26-26
34.01,50.12,30.27,loamy soil,Tobacco,12,4,9,DAP
40.0,71.27,25.24,red soil,Maize,16,4,17,17-17-17
35.95,70.71,37.39,black soil,Cotton,37,3,0,14-35-14
29.41,52.65,48.35,loamy soil,Barley,7,3,27,DAP
33.88,55.46,26.2,black soil,Millets,37,0,0,28-28
33.99,68.26,39.64,red soil,Barley,11,0,6,10-26-26
24.47,57.6,70.0,sandy soil,Tobacco,39,1,0,14-35-14
25.83,44.55,44.99,sandy soil,Paddy,5,20,24,Urea
24.74,60.74,60.98,loamy soil,Pulses,5,3,17,17-17-17
27.19,59.49,56.18,black soil,Maize,9,17,16,DAP
31.1,50.28,40.57,clayey soils,Cotton,7,3,24,28-28
26.73,44.52,40.8,clayey soils,Paddy,8,0,31,14-35-14
30.46,71.86,41.95,clayey soils,Wheat,0,7,28,10-26-26
28.7,59.26,46.42,black soil,Pulses,11,2,39,Urea
32.49,61.52,47.27,sandy soil,Wheat,14,16,23,Urea
25.28,55.11,38.36,clayey soils,Pulses,13,0,9,28-28
23.54,50.26,50.16,loamy soil,Millets,27,2,23,20-20
28.53,62.54,61.11,red soil,Maize,15,2,36,14-35-14
26.45,56.63,64.39,clayey soils,Pulses,14,9,27,Urea
27.71,67.71,47.17,loamy soil,Pulses,8,9,15,10-26-26
24.98,47.0,20.99,loamy soil,Sugarcane,15,12,6,28-28
35.07,59.79,61.83,black soil,Tobacco,14,13,14,28-28
36.94,58.84,55.16,sandy soil,Sugarcane,1,7,33,28-28
30.26,50.57,43.21,black soil,Pulses,13,6,11,DAP
32.12,69.24,36.58,red soil,Cotton,43,0,0,14-35-14
22.33,46.53,40.1,clayey soils,Cotton,27,1,14,DAP
27.36,61.34,43.04,black soil,Wheat,11,0,17,28-28
29.03,53.72,43.41,loamy soil,Wheat,10,0,34,DAP
32.8,55.77,44.43,sandy soil,Barley,16,0,10,14-35-14
32.28,58.89,29.28,clayey soils,Pulses,8,1,10,28-28
37.53,58.75,51.59,red soil,Paddy,12,0,41,10-26-26
22.55,56.57,51.93,loamy soil,Oil seeds,19,0,26,Urea
22.07,52.72,24.22,sandy soil,Millets,17,15,14,10-26-26
28.92,44.74,44.89,red soil,Millets,44,1,0,17-17-17
26.05,48.76,45.26,loamy soil,Barley,38,0,0,DAP
24.84,58.91,43.15,red soil,Cotton,34,0,0,DAP
30.62,70.7,46.64,loamy soil,Oil seeds,1,21,17,20-20
26.56,59.44,32.72,black soil,Maize,7,11,17,20-20
31.15,55.59,35.09,red soil,Barley,14,0,36,14-35-14
25.6,57.71,30.94,black soil,Millets,2,20,16,28-28
26.71,55.75,70.0,black soil,Ground Nuts,13,0,35,28-28
29.67,63.41,36.42,red soil,Millets,20,0,17,28-28
33.3,61.13,64.91,black soil,Oil seeds,13,4,36,28-28
32.01,57.23,32.85,sandy soil,Sugarcane,41,1,2,10-26-26
30.59,54.91,43.28,sandy soil,Barley,33,2,0,DAP
37.88,74.88,27.06,red soil,Tobacco,15,1,18,28-28
30.48,47.8,70.0,loamy soil,Paddy,40,2,0,28-28
30.3,69.31,52.01,black soil,Barley,11,1,8,DAP
34.08,55.54,59.21,black soil,Millets,4,6,34,20-20
38.45,63.15,58.06,clayey soils,Barley,6,2,8,10-26-26
24.76,55.27,34.69,sandy soil,Sugarcane,17,16,20,17-17-17
25.73,68.57,70.0,sandy soil,Millets,10,4,26,17-17-17
20.56,55.98,65.55,loamy soil,Barley,34,0,0,DAP
38.77,68.24,57.2,sandy soil,Wheat,42,0,0,20-20
30.56,55.9,40.77,clayey soils,Oil seeds,14,0,5,DAP
26.93,51.37,50.87,sandy soil,Oil seeds,8,0,39,Urea
26.67,42.74,30.17,red soil,Maize,2,14,18,Urea
31.42,63.61,32.38,loamy soil,Wheat,38,0,0,28-28
26.7,43.08,32.35,black soil,Ground Nuts,10,16,13,17-17-17
26.05,51.11,35.27,red soil,Wheat,10,18,10,17-17-17
25.12,46.17,43.74,red soil,Oil seeds,25,1,20,20-20
32.41,67.07,32.33,loamy soil,Barley,12,0,6,Urea
27.81,63.26,43.38,sandy soil,Wheat,32,0,0,10-26-26
23.36,50.24,34.4,sandy soil,Sugarcane,40,0,2,DAP
33.0,57.63,37.28,loamy soil,Cotton,12,0,16,Urea
26.02,55.23,47.78,sandy soil,Oil seeds,10,2,12,28-28
26.74,56.43,41.86,loamy soil,Maize,23,4,22,DAP
33.17,68.4,25.54,black soil,Barley,17,0,32,Urea
33.5,69.8,35.8,clayey soils,Ground Nuts,16,0,35,DAP
28.32,55.53,39.8,clayey soils,Barley,16,3,13,14-35-14
29.54,71.68,57.48,sandy soil,Tobacco,13,12,16,10-26-26
25.68,50.13,50.92,red soil,Sugarcane,36,1,0,Urea
28.77,63.48,49.52,red soil,Barley,37,0,0,DAP
23.17,44.36,26.03,sandy soil,Tobacco,37,0,0,20-20
27.12,63.03,28.6,loamy soil,Paddy,12,4,39,DAP
31.38,57.13,37.26,black soil,Ground Nuts,36,0,0,20-20
27.91,58.99,64.03,black soil,Oil seeds,41,0,0,DAP
36.99,70.45,29.04,red soil,Sugarcane,27,1,20,DAP
35.01,69.3,40.11,sandy soil,Sugarcane,25,0,32,DAP
30.71,67.85,56.82,black soil,Oil seeds,8,13,28,14-35-14
38.22,70.27,63.95,black soil,Ground Nuts,24,0,19,14-35-14
30.23,47.44,55.39,red soil,Barley,38,2,4,DAP
33.72,52.61,37.01,black soil,Millets,22,0,27,10-26-26
29.14,58.06,43.94,clayey soils,Paddy,37,0,0,14-35-14
34.18,69.67,48.66,sandy soil,Cotton,23,3,19,Urea
28.32,59.85,58.07,sandy soil,Pulses,35,0,0,DAP
28.16,57.48,62.2,sandy soil,Cotton,6,0,7,10-26-26
40.0,52.02,45.67,clayey soils,Maize,19,0,44,14-35-14
30.08,57.14,37.49,clayey soils,Cotton,18,0,40,28-28
27.61,61.04,41.97,clayey soils,Barley,34,2,4,14-35-14
23.74,62.35,31.53,sandy soil,Ground Nuts,38,4,1,Urea
22.26,52.88,34.12,loamy soil,Cotton,18,0,19,20-20
34.77,66.85,35.35,clayey soils,Ground Nuts,14,4,41,17-17-17
26.63,45.47,29.06,clayey soils,Pulses,5,12,31,20-20
24.69,52.7,23.05,loamy soil,Wheat,30,4,3,28-28
24.7,48.88,41.18,black soil,Pulses,18,0,22,28-28
28.79,61.59,40.95,sandy soil,Millets,16,6,14,DAP
25.37,56.61,56.98,sandy soil,Millets,9,0,34,10-26-26
35.56,61.27,33.78,black soil,Barley,18,4,22,DAP
29.95,59.77,47.09,red soil,Oil seeds,10,15,11,14-35-14
28.85,45.97,49.62,black soil,Wheat,24,0,24,Urea
22.68,53.23,44.85,clayey soils,Oil seeds,38,2,4,17-17-17
33.94,57.41,48.69,loamy soil,Paddy,16,0,45,17-17-17
34.02,63.05,32.44,clayey soils,Sugarcane,11,13,26,20-20
26.44,51.89,42.5,clayey soils,Sugarcane,17,0,8,28-28
27.43,65.87,20.0,sandy soil,Sugarcane,15,0,44,17-17-17
26.23,55.01,32.74,loamy soil,Tobacco,13,0,13,20-20
30.45,68.48,46.14,black soil,Pulses,27,0,20,14-35-14
25.4,50.75,42.4,black soil,Barley,33,2,0,14-35-14
27.56,58.15,53.0,black soil,Cotton,15,1,39,17-17-17
37.29,61.83,31.91,black soil,Cotton,11,2,37,10-26-26
25.22,56.62,37.89,sandy soil,Millets,35,4,0,Urea
26.88,58.54,70.0,red soil,Pulses,10,0,33,20-20
21.46,49.42,45.96,sandy soil,Cotton,27,0,19,Urea
28.14,68.89,31.96,clayey soils,Cotton,11,9,33,28-28
32.55,64.64,43.51,loamy soil,Pulses,11,0,45,17-17-17
24.15,40.44,44.93,red soil,Ground Nuts,20,2,22,28-28
36.93,71.6,35.49,loamy soil,Maize,12,3,37,17-17-17
32.73,62.28,57.46,sandy soil,Barley,12,0,44,28-28
29.55,66.21,41.21,clayey soils,Millets,45,1,4,17-17-17
25.75,59.79,24.64,red soil,Paddy,6,21,15,17-17-17
35.85,54.97,32.94,loamy soil,Ground Nuts,41,1,0,17-17-17
31.4,69.24,29.06,red soil,Millets,35,0,0,10-26-26
34.9,71.05,59.48,red soil,Wheat,11,4,40,20-20
30.98,59.93,30.97,loamy soil,Wheat,13,0,6,28-28
24.15,51.72,31.91,red soil,Sugarcane,9,4,13,Urea
27.35,47.36,48.45,sandy soil,Oil seeds,10,18,18,17-17-17
30.03,48.19,41.44,black soil,Pulses,11,0,9,17-17-17
28.44,52.45,34.64,red soil,Millets,22,0,26,28-28
24.69,45.0,34.65,black soil,Ground Nuts,19,0,23,DAP
34.34,54.99,47.61,black soil,Sugarcane,8,0,10,DAP
28.13,53.68,52.13,black soil,Cotton,6,13,26,28-28
27.41,51.23,46.31,black soil,Tobacco,23,0,20,10-26-26
32.89,60.09,59.65,clayey soils,Wheat,13,0,11,20-20
31.34,59.69,60.78,red soil,Millets,18,0,36,17-17-17
27.79,58.46,20.0,red soil,Tobacco,6,5,27,14-35-14
22.44,58.98,31.46,loamy soil,Oil seeds,11,0,15,20-20
20.09,49.43,29.64,black soil,Pulses,17,11,11,14-35-14
32.2,67.18,28.11,loamy soil,Barley,15,18,16,14-35-14
31.51,67.28,31.19,clayey soils,Paddy,10,0,19,DAP
33.68,55.21,53.32,sandy soil,Ground Nuts,20,2,14,17-17-17
30.94,46.3,42.29,loamy soil,Sugarcane,8,3,31,28-28
30.93,52.97,59.12,red soil,Pulses,10,8,33,17-17-17
27.81,60.0,25.06,sandy soil,Barley,45,0,0,20-20
31.36,56.32,45.45,sandy soil,Barley,8,0,9,17-17-17
27.52,59.49,43.56,clayey soils,Maize,2,14,18,17-17-17
32.97,57.21,28.8,loamy soil,Barley,10,1,41,14-35-14
30.13,57.87,62.23,black soil,Oil seeds,42,0,3,10-26-26
29.13,72.87,40.38,black soil,Sugarcane,9,15,19,Urea
29.47,68.26,30.54,sandy soil,Oil seeds,38,0,3,17-17-17
27.2,52.83,31.04,red soil,Paddy,8,17,16,28-28
29.52,70.13,55.59,loamy soil,Millets,25,0,23,17-17-17
26.58,49.05,23.6,loamy soil,Barley,22,1,15,20-20
32.39,69.83,53.98,red soil,Cotton,8,0,8,17-17-17
27.86,58.24,49.66,red soil,Barley,14,2,18,Urea
27.87,59.72,43.57,loamy soil,Barley,8,0,34,DAP
31.12,59.5,48.49,loamy soil,Maize,20,1,23,10-26-26
29.45,60.16,56.75,black soil,Millets,6,13,26,Urea
25.45,59.9,50.43,black soil,Maize,18,0,18,DAP
27.06,61.03,44.75,sandy soil,Pulses,4,18,17,Urea
25.44,59.38,44.01,red soil,Paddy,5,11,26,10-26-26
26.27,47.12,39.19,red soil,Paddy,37,3,3,28-28
30.57,48.3,44.43,sandy soil,Pulses,41,0,0,14-35-14
27.27,66.44,34.85,loamy soil,Oil seeds,11,1,19,20-20
21.07,43.97,40.04,black soil,Tobacco,4,20,19,28-28
33.6,59.48,46.26,sandy soil,Sugarcane,17,14,15,Urea
30.34,54.73,62.24,black soil,Cotton,10,2,10,28-28
28.43,66.03,44.05,black soil,Millets,14,3,10,17-17-17
25.5,56.26,56.35,sandy soil,Barley,15,0,31,28-28
33.23,61.09,39.74,loamy soil,Oil seeds,22,2,21,17-17-17
27.83,45.02,52.22,black soil,Oil seeds,34,0,1,DAP
21.81,55.61,64.1,red soil,Sugarcane,9,2,11,Urea
37.5,70.28,65.23,black soil,Wheat,30,4,0,Urea
25.64,52.31,36.33,loamy soil,Maize,37,0,0,Urea
32.72,65.66,45.12,clayey soils,Oil seeds,11,12,32,DAP
27.83,51.16,44.2,clayey soils,Tobacco,18,0,16,17-17-17
29.8,49.21,70.0,loamy soil,Wheat,36,1,0,17-17-17
27.94,55.06,48.07,clayey soils,Millets,11,0,7,10-26-26
33.38,69.64,47.26,black soil,Millets,11,0,11,20-20
33.15,56.8,52.58,black soil,Maize,6,1,13,DAP
20.27,48.38,26.05,black soil,Cotton,25,0,18,Urea
25.8,68.86,28.28,clayey soils,Paddy,16,0,36,20-20
24.18,49.22,58.28,sandy soil,Barley,12,8,28,Urea
27.34,64.09,45.24,sandy soil,Paddy,4,10,25,28-28
33.33,61.68,36.85,loamy soil,Paddy,22,0,26,14-35-14
37.84,71.33,37.32,black soil,Oil seeds,12,0,36,DAP
29.4,59.77,36.99,sandy soil,Ground Nuts,7,12,17,Urea
26.96,53.75,21.67,sandy soil,Ground Nuts,17,21,18,Urea
29.02,54.06,21.84,clayey soils,Millets,42,0,0,DAP
25.28,48.89,31.22,red soil,Paddy,34,0,1,10-26-26
26.16,67.1,44.73,sandy soil,Tobacco,26,3,21,17-17-17
32.81,49.4,37.62,loamy soil,Barley,12,3,32,DAP
25.24,59.52,65.55,black soil,Sugarcane,7,0,4,28-28
36.1,74.43,33.26,clayey soils,Millets,7,2,44,28-28
30.99,68.56,42.89,black soil,Barley,19,2,20,20-20
34.66,61.82,45.18,sandy soil,Tobacco,7,0,46,17-17-17
31.8,59.13,20.0,clayey soils,Paddy,11,0,39,14-35-14
28.69,65.85,51.02,sandy soil,Barley,11,6,19,20-20
21.55,59.81,42.69,clayey soils,Wheat,9,12,15,17-17-17
29.05,44.58,47.92,red soil,Paddy,26,0,23,DAP
25.08,46.33,34.66,red soil,Sugarcane,45,2,0,10-26-26
39.1,61.36,46.18,sandy soil,Cotton,9,0,44,DAP
31.15,63.79,67.79,loamy soil,Ground Nuts,12,13,15,28-28
26.49,52.95,43.97,black soil,Millets,20,3,25,Urea
33.41,65.63,33.09,loamy soil,Pulses,8,0,30,20-20
36.63,63.13,35.97,red soil,Ground Nuts,37,0,0,17-17-17
36.12,70.69,43.66,clayey soils,Tobacco,7,0,38,10-26-26
40.0,67.3,47.09,clayey soils,Paddy,4,6,25,20-20
27.05,46.43,54.7,loamy soil,Ground Nuts,7,8,11,20-20
33.43,57.05,40.58,black soil,Millets,20,0,21,20-20
38.27,63.64,34.87,black soil,Barley,37,3,0,Urea
24.67,58.06,36.05,black soil,Pulses,35,2,0,17-17-17
23.88,50.11,28.85,clayey soils,Wheat,16,10,7,17-17-17
25.87,52.61,51.85,loamy soil,Maize,17,4,16,10-26-26
30.82,64.35,50.99,clayey soils,Barley,4,7,33,17-17-17
26.97,52.44,68.26,clayey soils,Millets,11,12,12,Urea
27.44,57.21,44.21,clayey soils,Cotton,18,0,14,14-35-14
28.67,57.85,35.03,red soil,Sugarcane,25,0,15,Urea
32.67,62.29,40.3,clayey soils,Ground Nuts,7,3,4,10-26-26
27.76,53.93,55.61,black soil,Cotton,20,0,20,DAP
31.99,70.0,65.07,black soil,Wheat,39,0,0,10-26-26
26.59,61.53,38.46,red soil,Tobacco,10,0,14,DAP
36.79,65.0,25.87,clayey soils,Wheat,41,0,1,28-28
30.99,49.27,20.0,black soil,Barley,13,11,27,14-35-14
32.87,73.43,28.8,clayey soils,Sugarcane,43,0,1,DAP
27.71,43.77,39.93,sandy soil,Paddy,37,3,3,14-35-14
30.04,71.83,37.85,loamy soil,Cotton,26,0,27,17-17-17
25.45,43.45,27.0,black soil,Tobacco,32,0,4,10-26-26
38.42,58.28,58.78,loamy soil,Ground Nuts,10,18,15,Urea
24.38,43.06,57.85,red soil,Cotton,26,4,17,Urea
29.03,55.07,21.85,black soil,Wheat,11,0,37,10-26-26
25.8,52.64,23.15,clayey soils,Cotton,10,2,41,14-35-14
29.63,52.15,29.15,red soil,Sugarcane,10,0,14,28-28
29.02,56.54,25.46,red soil,Pulses,15,18,20,10-26-26
30.19,50.07,55.28,black soil,Millets,8,8,31,28-28
31.02,57.58,20.0,black soil,Barley,10,3,27,Urea
27.75,53.08,32.46,clayey soils,Oil seeds,20,0,21,28-28
30.13,67.09,45.6,sandy soil,Pulses,6,0,13,28-28
38.71,69.52,49.63,black soil,Tobacco,42,3,0,Urea
31.68,50.27,50.06,sandy soil,Ground Nuts,5,8,28,14-35-14
34.14,78.24,27.47,clayey soils,Pulses,10,0,41,10-26-26
29.59,52.76,46.61,loamy soil,Tobacco,35,3,1,17-17-17
23.14,53.52,59.52,red soil,Barley,38,0,1,DAP
26.88,63.51,45.65,loamy soil,Ground Nuts,38,4,0,28-28
31.84,68.04,40.76,loamy soil,Cotton,8,15,17,Urea
29.83,49.84,47.91,red soil,Sugarcane,9,0,36,14-35-14
31.49,60.18,54.84,black soil,Cotton,9,0,36,DAP
25.78,46.81,28.23,red soil,Cotton,8,5,25,17-17-17
20.09,57.36,36.23,clayey soils,Sugarcane,10,17,18,14-35-14
25.48,53.37,67.14,clayey soils,Tobacco,15,0,33,10-26-26
22.11,50.94,33.26,sandy soil,Millets,12,14,13,14-35-14
30.8,50.26,34.44,sandy soil,Paddy,8,11,11,20-20
33.95,66.85,45.81,loamy soil,Oil seeds,0,13,32,Urea
35.04,68.15,32.62,black soil,Barley,3,4,32,17-17-17
26.46,54.2,60.37,loamy soil,Maize,11,0,11,DAP
29.54,70.83,36.15,black soil,Tobacco,35,0,4,14-35-14
29.84,56.17,52.61,clayey soils,Sugarcane,24,4,25,DAP
29.53,57.3,28.3,red soil,Maize,4,14,31,Urea
22.59,58.51,42.18,red soil,Millets,10,22,13,10-26-26
23.48,58.68,33.71,black soil,Sugarcane,32,0,0,DAP
21.23,56.98,70.0,red soil,Cotton,31,0,3,14-35-14
22.9,52.41,37.35,red soil,Maize,8,4,16,Urea
38.33,73.15,39.17,clayey soils,Oil seeds,21,4,22,10-26-26
36.38,71.89,48.76,red soil,Ground Nuts,10,2,10,14-35-14
32.37,71.46,24.3,clayey soils,Barley,12,10,28,20-20
27.4,59.99,27.39,black soil,Paddy,19,0,35,14-35-14
33.21,56.71,52.11,sandy soil,Millets,16,1,6,Urea
23.73,47.43,43.98,black soil,Tobacco,38,2,0,10-26-26
25.27,46.34,30.37,clayey soils,Wheat,42,0,0,Urea
29.25,55.35,49.89,black soil,Barley,38,2,0,28-28
29.28,54.61,62.26,red soil,Barley,14,0,13,20-20
31.57,56.03,49.4,sandy soil,Millets,12,7,33,Urea
23.31,47.22,25.84,sandy soil,Sugarcane,11,10,9,Urea
23.77,59.04,33.31,sandy soil,Tobacco,15,4,39,DAP
40.0,67.48,41.87,sandy soil,Pulses,10,4,15,14-35-14
35.78,56.41,50.19,red soil,Oil seeds,8,14,10,28-28
23.83,60.51,31.59,black soil,Cotton,8,19,22,20-20
22.79,55.32,40.35,black soil,Maize,24,0,22,10-26-26
26.91,47.11,41.41,loamy soil,Cotton,9,8,8,14-35-14
30.24,53.59,54.41,black soil,Paddy,11,12,29,Urea
35.62,59.35,43.06,black soil,Paddy,10,0,32,DAP
28.35,52.08,20.51,black soil,Paddy,45,0,4,Urea
30.66,48.43,53.73,loamy soil,Millets,12,12,31,28-28
28.5,60.14,60.87,sandy soil,Tobacco,10,5,28,10-26-26
37.5,65.89,45.19,loamy soil,Paddy,7,4,28,28-28
37.32,62.83,35.2,red soil,Paddy,13,0,38,DAP
23.99,57.62,43.9,black soil,Pulses,2,19,21,20-20
31.38,58.81,20.99,clayey soils,Maize,3,4,33,14-35-14
26.97,61.39,69.28,clayey soils,Tobacco,36,0,2,14-35-14
24.87,53.77,41.62,sandy soil,Barley,45,0,0,10-26-26
27.57,52.6,61.71,black soil,Pulses,7,8,31,28-28
34.1,65.21,40.7,red soil,Pulses,18,3,27,Urea
35.45,66.58,36.72,red soil,Barley,42,0,2,20-20
31.24,51.41,41.09,black soil,Cotton,26,0,14,17-17-17
28.27,64.54,36.26,sandy soil,Paddy,26,1,20,Urea
27.03,62.23,28.65,clayey soils,Maize,44,3,0,28-28
32.46,68.48,31.3,sandy soil,Sugarcane,8,4,43,14-35-14
26.35,63.69,58.47,loamy soil,Tobacco,14,0,36,17-17-17
32.76,50.34,37.94,loamy soil,Sugarcane,16,1,31,Urea
21.71,44.2,43.22,black soil,Sugarcane,21,0,23,Urea
30.04,62.08,62.67,black soil,Ground Nuts,12,17,11,17-17-17
28.1,69.82,63.0,sandy soil,Maize,6,7,28,10-26-26
33.02,78.74,48.74,black soil,Ground Nuts,3,4,29,20-20
21.89,49.75,40.89,loamy soil,Paddy,15,0,45,20-20
25.29,40.62,42.74,sandy soil,Sugarcane,5,21,18,Urea
36.93,61.19,29.29,red soil,Paddy,21,0,19,28-28
30.92,64.22,55.34,clayey soils,Maize,22,0,21,20-20
32.53,71.92,37.71,black soil,Tobacco,18,0,27,28-28
28.68,61.24,31.87,loamy soil,Tobacco,23,0,21,28-28
36.1,66.96,25.72,sandy soil,Barley,13,3,35,28-28
21.7,40.45,64.17,sandy soil,Maize,35,0,0,Urea
30.5,62.99,36.07,red soil,Ground Nuts,12,6,33,10-26-26
30.43,59.8,49.02,black soil,Ground Nuts,21,2,19,Urea
32.33,67.75,59.96,loamy soil,Millets,7,7,35,14-35-14
29.44,57.46,38.52,red soil,Barley,40,0,0,Urea
29.3,51.86,65.79,sandy soil,Sugarcane,13,0,13,14-35-14
38.47,62.47,48.62,black soil,Ground Nuts,16,11,13,20-20
29.46,59.85,38.35,black soil,Paddy,11,0,16,10-26-26
37.38,74.63,60.35,clayey soils,Ground Nuts,5,11,25,DAP
26.59,49.71,34.99,loamy soil,Paddy,26,3,19,10-26-26
25.41,49.09,44.03,sandy soil,Barley,18,1,16,14-35-14
33.39,71.13,49.02,clayey soils,Millets,7,0,38,20-20
28.36,50.91,33.57,clayey soils,Paddy,8,8,31,Urea
37.54,71.73,49.13,red soil,Ground Nuts,35,2,0,Urea
31.38,68.77,66.23,loamy soil,Wheat,8,7,29,DAP
28.27,66.94,52.35,clayey soils,Oil seeds,10,8,29,10-26-26
29.52,60.02,61.06,clayey soils,Sugarcane,10,2,12,28-28
29.49,43.74,32.44,loamy soil,Sugarcane,22,0,20,DAP
37.19,61.38,49.57,clayey soils,Maize,7,12,28,17-17-17
32.37,54.35,50.09,red soil,Maize,33,0,0,10-26-26
28.71,45.53,37.59,clayey soils,Barley,26,0,22,20-20
26.9,56.65,22.83,sandy soil,Sugarcane,15,0,37,10-26-26
33.04,52.52,30.56,loamy soil,Pulses,9,0,12,DAP
32.48,52.45,43.5,loamy soil,Barley,16,1,45,20-20
38.58,57.38,60.1,loamy soil,Barley,8,10,9,14-35-14
30.12,59.49,45.57,sandy soil,Ground Nuts,9,0,33,14-35-14
27.4,53.38,24.91,sandy soil,Barley,10,3,12,20-20
21.17,57.9,50.89,black soil,Cotton,19,0,23,17-17-17
24.69,63.39,20.45,loamy soil,Oil seeds,12,14,30,28-28
25.36,62.86,41.08,clayey soils,Wheat,37,0,0,10-26-26
28.21,50.33,47.6,black soil,Cotton,22,3,26,DAP
34.64,71.11,52.82,black soil,Tobacco,2,18,16,14-35-14
40.0,66.64,40.47,black soil,Paddy,16,0,42,10-26-26
32.28,51.88,30.19,loamy soil,Barley,16,3,41,Urea
28.38,63.35,70.0,sandy soil,Maize,13,14,17,Urea
30.7,55.96,30.0,black soil,Millets,34,0,0,20-20
32.35,78.2,31.24,black soil,Sugarcane,9,1,43,DAP
37.76,62.35,32.1,loamy soil,Cotton,36,2,2,Urea
34.96,60.68,50.5,black soil,Pulses,7,0,9,14-35-14
27.58,45.82,20.23,black soil,Cotton,13,0,9,20-20
36.11,66.33,59.78,sandy soil,Sugarcane,3,8,27,DAP
27.16,55.97,40.95,clayey soils,Maize,22,0,16,17-17-17
32.5,63.91,50.78,loamy soil,Barley,7,0,46,20-20
30.48,50.15,24.47,black soil,Sugarcane,14,0,38,17-17-17
32.65,65.68,43.35,sandy soil,Tobacco,5,0,11,28-28
23.99,45.86,44.6,red soil,Cotton,13,9,30,17-17-17
28.8,52.94,23.76,loamy soil,Oil seeds,36,0,0,20-20
25.01,46.13,30.97,sandy soil,Sugarcane,35,0,0,10-26-26
